"","root","type","domain","rank_I","rank_II","rank_III","rank_IV","rank_V","rank_VI","rank_VII","rank_VIII","rank_IX","rank_X","rank_XI"
"ASV3594","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV3596","root","Main genome","Eukaryota","SAR","Alveolata","Apicomplexa","Gregarinomorphea","Neogregarinorida","Neogregarinorida_unclassified","Neogregarinorida_unclassified","Neogregarinorida_unclassified","Neogregarinorida_unclassified","Neogregarinorida_unclassified","Neogregarinorida_unclassified"
"ASV3597","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Navicula","Navicula_unclassified","Navicula_unclassified","Navicula_unclassified","Navicula_unclassified","Navicula_unclassified","Navicula_unclassified"
"ASV3599","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Spirotrichea","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified"
"ASV3600","root","Main genome","Eukaryota","Amorphea","Metazoa","Annelida","Polychaeta","Phyllodocida","Phyllodocida_unclassified","Phyllodocida_unclassified","Phyllodocida_unclassified","Phyllodocida_unclassified","Phyllodocida_unclassified","Phyllodocida_unclassified"
"ASV3603","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Raphid-pennate X","Raphid-pennate X sp.","Raphid-pennate X sp._unclassified","Raphid-pennate X sp._unclassified","Raphid-pennate X sp._unclassified","Raphid-pennate X sp._unclassified","Raphid-pennate X sp._unclassified"
"ASV3604","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_unclassified","Filosa-Thecofilosea_unclassified","Filosa-Thecofilosea_unclassified","Filosa-Thecofilosea_unclassified","Filosa-Thecofilosea_unclassified","Filosa-Thecofilosea_unclassified","Filosa-Thecofilosea_unclassified"
"ASV3605","root","Main genome","Eukaryota","Amorphea","Metazoa","Mollusca","Gastropoda","Neritimorpha","Neritidae","Neritidae_unclassified","Neritidae_unclassified","Neritidae_unclassified","Neritidae_unclassified","Neritidae_unclassified"
"ASV3612","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV3613","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Syndiniales class incertae sedis","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-16","Dino-Group-II-Clade-16 X","Dino-Group-II-Clade-16 X sp.","Dino-Group-II-Clade-16 X sp._unclassified","Dino-Group-II-Clade-16 X sp._unclassified"
"ASV3614","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Spirotrichea","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified","Spirotrichea_unclassified"
"ASV3615","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV3618","root","Main genome","Eukaryota","Hacrobia","Haptophyta kingdom incertae sedis","Haptophyta","Pavlovophyceae","Pavlovales","Pavlovaceae","Diacronema","Diacronema ennorea","Diacronema ennorea_unclassified","Diacronema ennorea_unclassified","Diacronema ennorea_unclassified"
"ASV3619","root","Main genome","Eukaryota","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified","Eukaryota_unclassified"
"ASV3620","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified","Dinoflagellata_unclassified"
"ASV3626","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Spirotrichea","Euplotia","Aspidiscidae","Aspidisca","Aspidisca_unclassified","Aspidisca_unclassified","Aspidisca_unclassified","Aspidisca_unclassified"
"ASV3629","root","Main genome","Eukaryota","Amorphea","Metazoa","Annelida","Polychaeta","Spionida","Spionidae","Pygospio","Pygospio_unclassified","Pygospio_unclassified","Pygospio_unclassified","Pygospio_unclassified"
"ASV3630","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae X","Phaeophyceae XX","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified"
"ASV3633","root","Main genome","Eukaryota","Hacrobia","Centroheliozoa","Centroheliozoa X","Centroheliozoa XX","Centroheliozoa XXX","Centroheliozoa XXXX","Centroheliozoa XXXX sp.","Centroheliozoa XXXX sp._unclassified","Centroheliozoa XXXX sp._unclassified","Centroheliozoa XXXX sp._unclassified","Centroheliozoa XXXX sp._unclassified"
"ASV3634","root","Main genome","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified","Chlorophyta_unclassified"
"ASV3635","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage X","Protaspa-lineage X sp.","Protaspa-lineage X sp._unclassified","Protaspa-lineage X sp._unclassified","Protaspa-lineage X sp._unclassified"
"ASV3637","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV3638","root","Main genome","Eukaryota","Amorphea","Metazoa","Nematoda","Chromadorea","Chromadorida","Chromadorida_unclassified","Chromadorida_unclassified","Chromadorida_unclassified","Chromadorida_unclassified","Chromadorida_unclassified","Chromadorida_unclassified"
"ASV3639","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified"
"ASV3645","root","Main genome","Eukaryota","Amorphea","Apusozoa","Apusomonadidae phylum incertae sedis","Apusomonadidae class incertae sedis","Apusomonadidae order incertae sedis","Apusomonadidae","Apusomonadidae_unclassified","Apusomonadidae_unclassified","Apusomonadidae_unclassified","Apusomonadidae_unclassified","Apusomonadidae_unclassified"
"ASV3646","root","Main genome","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellophyceae","Dolichomastigales","Crustomastigaceae","Crustomastigaceae_unclassified","Crustomastigaceae_unclassified","Crustomastigaceae_unclassified","Crustomastigaceae_unclassified","Crustomastigaceae_unclassified"
"ASV3647","root","Main genome","Eukaryota","Amorphea","Fungi","Ascomycota","Ascomycota_unclassified","Ascomycota_unclassified","Ascomycota_unclassified","Ascomycota_unclassified","Ascomycota_unclassified","Ascomycota_unclassified","Ascomycota_unclassified","Ascomycota_unclassified"
"ASV3656","root","Main genome","Eukaryota","Amorphea","Amoebozoa","Lobosa","Discosea-Flabellinia","Vannellida","Vannellidae","Vannella","Vannella danica","Vannella danica_unclassified","Vannella danica_unclassified","Vannella danica_unclassified"
"ASV3659","root","Main genome","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Ulvophyceae","Ulvales-relatives","Ulvales-relatives X","Ochlochaete","Ochlochaete hystrix","Ochlochaete hystrix_unclassified","Ochlochaete hystrix_unclassified","Ochlochaete hystrix_unclassified"
"ASV3660","root","Main genome","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_unclassified","Chlamydomonadales_unclassified","Chlamydomonadales_unclassified","Chlamydomonadales_unclassified","Chlamydomonadales_unclassified","Chlamydomonadales_unclassified"
"ASV3663","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Ankistrodinium","Ankistrodinium semilunatum","Ankistrodinium semilunatum_unclassified","Ankistrodinium semilunatum_unclassified","Ankistrodinium semilunatum_unclassified"
"ASV3671","root","Main genome","Eukaryota","Excavata","Discoba","Euglenida","Petalomonadales class incertae sedis","Petalomonadales","Petalomonadales_unclassified","Petalomonadales_unclassified","Petalomonadales_unclassified","Petalomonadales_unclassified","Petalomonadales_unclassified","Petalomonadales_unclassified"
"ASV3672","root","Main genome","Eukaryota","Hacrobia","Centroheliozoa","Centroheliozoa X","Centroheliozoa X_unclassified","Centroheliozoa X_unclassified","Centroheliozoa X_unclassified","Centroheliozoa X_unclassified","Centroheliozoa X_unclassified","Centroheliozoa X_unclassified","Centroheliozoa X_unclassified","Centroheliozoa X_unclassified"
"ASV3674","root","Main genome","Eukaryota","SAR","Alveolata","Apicomplexa","Gregarinomorphea","Eugregarinorida","Lecudinidae","Lecudinidae_unclassified","Lecudinidae_unclassified","Lecudinidae_unclassified","Lecudinidae_unclassified","Lecudinidae_unclassified"
"ASV3675","root","Main genome","Eukaryota","Amorphea","Fungi","Fungi_unclassified","Fungi_unclassified","Fungi_unclassified","Fungi_unclassified","Fungi_unclassified","Fungi_unclassified","Fungi_unclassified","Fungi_unclassified","Fungi_unclassified"
"ASV3678","root","Main genome","Eukaryota","SAR","Alveolata","Dinoflagellata","Syndiniales class incertae sedis","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-17","Dino-Group-II-Clade-17 X","Dino-Group-II-Clade-17 X sp.","Dino-Group-II-Clade-17 X sp._unclassified","Dino-Group-II-Clade-17 X sp._unclassified"
"ASV3679","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Spirotrichea","Spirotrichea X","Pseudoamphisiellidae","Pseudoamphisiella","Pseudoamphisiella_unclassified","Pseudoamphisiella_unclassified","Pseudoamphisiella_unclassified","Pseudoamphisiella_unclassified"
"ASV3682","root","Main genome","Eukaryota","SAR","Stramenopiles","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified","Stramenopiles_unclassified"
"ASV3684","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified","Vampyrellida_unclassified"
"ASV3685","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriida","TAGIRI1-lineage","TAGIRI1-lineage X","TAGIRI1-lineage X_unclassified","TAGIRI1-lineage X_unclassified","TAGIRI1-lineage X_unclassified","TAGIRI1-lineage X_unclassified"
"ASV3689","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Spirotrichea","Holostichidae","Metaurostylopsis","Metaurostylopsis_unclassified","Metaurostylopsis_unclassified","Metaurostylopsis_unclassified","Metaurostylopsis_unclassified","Metaurostylopsis_unclassified"
"ASV3690","root","Main genome","Eukaryota","SAR","Alveolata","Apicomplexa","Gregarinomorphea","Gregarines","Gregarines X","Selenidium1","Selenidium1 sp.","Selenidium1 sp._unclassified","Selenidium1 sp._unclassified","Selenidium1 sp._unclassified"
"ASV3692","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Araphid-pennate","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified","Araphid-pennate_unclassified"
"ASV3694","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae X","Phaeophyceae XX","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified","Phaeophyceae XX_unclassified"
"ASV3695","root","Main genome","Eukaryota","Amorphea","Metazoa","Nematoda","Chromadorea","Monhysterida","Monhysterida_unclassified","Monhysterida_unclassified","Monhysterida_unclassified","Monhysterida_unclassified","Monhysterida_unclassified","Monhysterida_unclassified"
"ASV3699","root","Main genome","Eukaryota","Amorphea","Metazoa","Xenacoelomorpha","Acoela","Convolutidae order incertae sedis","Convolutidae","Praeconvoluta","Praeconvoluta tigrina","Praeconvoluta tigrina_unclassified","Praeconvoluta tigrina_unclassified","Praeconvoluta tigrina_unclassified"
"ASV3702","root","Main genome","Eukaryota","SAR","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified","SAR_unclassified"
"ASV3705","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Amphora","Amphora laevissima family incertae sedis","Amphora laevissima genus incertae sedis","Amphora laevissima","Amphora laevissima_unclassified","Amphora laevissima_unclassified","Amphora laevissima_unclassified"
"ASV3706","root","Main genome","Eukaryota","Amorphea","Metazoa","Nematoda","Chromadorea","Monhysterida","Xyalidae","Xyalidae_unclassified","Xyalidae_unclassified","Xyalidae_unclassified","Xyalidae_unclassified","Xyalidae_unclassified"
"ASV3708","root","Main genome","Eukaryota","Amorphea","Metazoa","Nematoda","Chromadorea","Chromadorida","Chromadorida_unclassified","Chromadorida_unclassified","Chromadorida_unclassified","Chromadorida_unclassified","Chromadorida_unclassified","Chromadorida_unclassified"
"ASV3710","root","Main genome","Eukaryota","Amorphea","Metazoa","Nematoda","Chromadorea","Monhysterida","Linhomoeidae","Linhomoeidae_unclassified","Linhomoeidae_unclassified","Linhomoeidae_unclassified","Linhomoeidae_unclassified","Linhomoeidae_unclassified"
"ASV3713","root","Main genome","Eukaryota","Amorphea","Fungi","LKM15","LKM15_unclassified","LKM15_unclassified","LKM15_unclassified","LKM15_unclassified","LKM15_unclassified","LKM15_unclassified","LKM15_unclassified","LKM15_unclassified"
"ASV3714","root","Main genome","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified","Bacillariophyta_unclassified"
"ASV3719","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Cercozoa X","Cercozoa XX","Cercozoa XXX","Cercozoa XXXX","Cercozoa XXXX sp.","Cercozoa XXXX sp._unclassified","Cercozoa XXXX sp._unclassified","Cercozoa XXXX sp._unclassified"
"ASV3722","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Filosa-Granofilosea","Filosa-Granofilosea X","Novel-Gran-6","Novel-Gran-6_unclassified","Novel-Gran-6_unclassified","Novel-Gran-6_unclassified","Novel-Gran-6_unclassified","Novel-Gran-6_unclassified"
"ASV3723","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Vampyrellida X","Vampyrellida clade B","Vampyrellida sp.","Vampyrellida sp._unclassified","Vampyrellida sp._unclassified","Vampyrellida sp._unclassified"
"ASV3724","root","Main genome","Eukaryota","Hacrobia","Centroheliozoa","Centroheliozoa X","Centroheliozoa X_unclassified","Centroheliozoa X_unclassified","Centroheliozoa X_unclassified","Centroheliozoa X_unclassified","Centroheliozoa X_unclassified","Centroheliozoa X_unclassified","Centroheliozoa X_unclassified","Centroheliozoa X_unclassified"
"ASV3726","root","Main genome","Eukaryota","SAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ventricleftida","Ventricleftida X","Ventricleftida XX","Ventricleftida XX_unclassified","Ventricleftida XX_unclassified","Ventricleftida XX_unclassified","Ventricleftida XX_unclassified"
"ASV3735","root","Main genome","Eukaryota","SAR","Alveolata","Ciliophora","Plagiopylea","Plagiopylida","Sonderia family incertae sedis","Sonderia family incertae sedis_unclassified","Sonderia family incertae sedis_unclassified","Sonderia family incertae sedis_unclassified","Sonderia family incertae sedis_unclassified","Sonderia family incertae sedis_unclassified"
